"Date","Price","Open","High","Low","Vol.","Change %"
"22/04/2001","5,575.97","5,424.32","5,607.12","5,370.51","310.47M","2.32%"
"15/04/2001","5,449.34","5,271.24","5,533.80","5,216.57","286.94M","1.43%"
"08/04/2001","5,372.71","5,106.66","5,403.87","5,102.41","221.56M","4.53%"
"01/04/2001","5,139.71","5,218.48","5,232.95","4,872.92","293.80M","-0.79%"
"25/03/2001","5,180.45","5,004.25","5,243.20","4,982.61","322.21M","4.63%"
"18/03/2001","4,951.13","5,100.08","5,170.88","4,804.40","333.60M","-3.01%"
"11/03/2001","5,104.77","5,326.11","5,326.11","4,965.47","304.84M","-4.92%"
"04/03/2001","5,368.89","5,325.03","5,507.26","5,274.83","269.50M","1.45%"
"25/02/2001","5,291.92","5,372.98","5,451.09","5,259.94","349.79M","-0.58%"
"18/02/2001","5,322.84","5,570.57","5,640.42","5,302.79","272.77M","-4.87%"
"11/02/2001","5,595.13","5,700.31","5,791.24","5,583.08","282.98M","-2.05%"
"04/02/2001","5,712.36","5,795.73","5,859.35","5,701.64","242.70M","-1.96%"
"28/01/2001","5,826.37","5,930.20","5,999.18","5,823.80","272.85M","-1.67%"
"21/01/2001","5,925.62","5,844.97","5,959.81","5,803.80","298.98M","1.37%"
"14/01/2001","5,845.73","5,811.33","5,962.80","5,749.07","292.02M","0.20%"
"07/01/2001","5,834.34","5,715.80","5,841.82","5,603.92","292.64M","1.33%"
"31/12/2000","5,758.02","5,956.15","5,956.15","5,631.32","232.64M","-2.84%"
"24/12/2000","5,926.42","5,769.24","5,981.40","5,769.24","73.06M","2.47%"
"17/12/2000","5,783.73","5,832.70","5,972.42","5,673.87","252.64M","-0.96%"
"10/12/2000","5,839.54","6,005.62","6,126.41","5,818.57","292.21M","-1.68%"
"03/12/2000","5,939.32","5,933.31","6,108.54","5,763.18","309.49M","0.18%"
"26/11/2000","5,928.50","6,198.67","6,254.17","5,893.54","286.54M","-3.53%"
"19/11/2000","6,145.65","6,178.57","6,195.41","5,933.08","243.18M","-0.26%"
"12/11/2000","6,161.92","6,104.99","6,312.78","5,996.72","211.93M","0.23%"
"05/11/2000","6,147.49","6,459.50","6,459.50","6,137.59","219.46M","-3.93%"
"29/10/2000","6,398.92","6,232.00","6,444.98","6,230.91","223.38M","2.07%"
"22/10/2000","6,268.93","6,123.19","6,323.74","6,120.09","230.18M","1.94%"
"15/10/2000","6,149.44","6,158.34","6,183.46","5,833.63","246.29M","1.41%"
"08/10/2000","6,064.21","6,220.08","6,227.63","5,828.14","264.89M","-3.10%"
"01/10/2000","6,258.41","6,150.49","6,434.50","6,150.49","212.91M","-0.13%"
"24/09/2000","6,266.63","6,344.18","6,372.14","6,233.98","204.84M","0.13%"
"17/09/2000","6,258.58","6,562.14","6,584.17","6,085.40","265.26M","-5.38%"
"10/09/2000","6,614.65","6,722.93","6,735.58","6,564.60","224.11M","-1.32%"
"03/09/2000","6,703.36","6,823.17","6,944.77","6,693.04","198.59M","-1.62%"
"27/08/2000","6,813.66","6,598.82","6,843.86","6,561.70","243.79M","3.31%"
"20/08/2000","6,595.11","6,559.52","6,615.34","6,449.65","167.10M","0.01%"
"13/08/2000","6,594.35","6,613.37","6,712.30","6,554.79","118.79M","0.63%"
"06/08/2000","6,553.00","6,462.22","6,619.24","6,447.95","146.89M","1.42%"
"30/07/2000","6,461.35","6,412.52","6,573.22","6,354.93","190.40M","0.71%"
"23/07/2000","6,415.72","6,474.32","6,582.48","6,396.13","203.25M","-0.75%"
"16/07/2000","6,464.12","6,605.32","6,631.48","6,450.80","161.77M","-1.62%"
"09/07/2000","6,570.36","6,471.90","6,588.11","6,422.72","139.62M","0.07%"
"02/07/2000","6,565.97","6,462.03","6,572.66","6,393.12","172.13M","1.85%"
"25/06/2000","6,446.54","6,548.67","6,634.61","6,391.64","199.98M","-1.51%"
"18/06/2000","6,545.35","6,436.47","6,591.63","6,417.89","216.01M","1.38%"
"11/06/2000","6,456.26","6,510.82","6,644.17","6,456.26","161.04M","-1.42%"
"04/06/2000","6,549.05","6,678.77","6,697.31","6,456.56","150.35M","-1.87%"
"28/05/2000","6,673.52","6,185.99","6,780.66","6,181.83","215.58M","8.88%"
"21/05/2000","6,129.15","6,184.04","6,249.18","6,003.90","227.75M","-1.08%"
"14/05/2000","6,196.05","6,421.79","6,571.65","6,186.76","157.25M","-3.93%"
"07/05/2000","6,449.27","6,563.83","6,591.44","6,162.25","129.24M","-1.47%"
"30/04/2000","6,545.76","6,489.04","6,575.17","6,399.99","100.37M","1.96%"
"23/04/2000","6,419.72","6,219.41","6,461.52","6,162.09","111.82M","2.97%"
"16/04/2000","6,234.51","5,772.87","6,258.77","5,752.44","106.90M","2.78%"
"09/04/2000","6,065.71","6,393.70","6,429.51","6,050.19","129.75M","-3.84%"
"02/04/2000","6,308.04","6,382.28","6,382.28","5,913.71","177.64M","0.35%"
"26/03/2000","6,286.05","6,409.58","6,584.37","6,166.82","138.21M","-1.23%"
"19/03/2000","6,364.26","6,328.04","6,460.81","6,176.62","130.33M","0.95%"
"12/03/2000","6,304.28","6,477.47","6,483.81","6,144.07","156.25M","-3.16%"
"05/03/2000","6,510.28","6,554.95","6,590.35","6,333.46","128.07M","-0.06%"
"27/02/2000","6,514.11","6,181.05","6,555.87","6,031.69","150.44M","5.26%"
"20/02/2000","6,188.64","5,979.13","6,202.53","5,920.61","144.87M","2.08%"
"13/02/2000","6,062.72","6,241.91","6,330.01","5,997.77","131.98M","-3.57%"
"06/02/2000","6,287.01","6,276.47","6,396.97","6,148.47","148.19M","0.18%"
"30/01/2000","6,275.72","5,677.79","6,312.42","5,625.72","188.06M","9.50%"
"23/01/2000","5,731.05","5,687.36","5,813.28","5,590.17","146.31M","0.88%"
"16/01/2000","5,681.32","5,834.75","5,859.44","5,590.19","159.52M","-1.83%"
"09/01/2000","5,787.44","5,625.82","5,804.16","5,536.50","153.71M","4.47%"
"02/01/2000","5,539.61","6,024.38","6,102.12","5,388.85","148.55M","-7.03%"
